,Unnamed: 0_x,Unnamed: 0.1,date_implement,policy,metric_change,state,policy_type,Unnamed: 0_y,stateName,CEN_stateCode,CEN_Bachelor's Degree or Higher,CEN_Employment Rate,CEN_Hispanic or Latino (of any race),CEN_Median Household Income,CEN_Total Employer Establishments,CEN_Total Households,CEN_Total Housing Units,CEN_Total Population,CEN_Unnamed: 0,CEN_Unnamed: 0.1,CEN_Without Health Care Coverage,CP_0_diff,CP_1_diff,CP_2_diff,FD_adminAndFireResponse,FD_fireResponseOnly,FD_lessThan10kCitizens,FD_moreThan10kCitizens,FD_totalFireDepartments,HB_bed_For-Profit,HB_bed_Non-Profit,HB_bed_State/Local Government,HB_bed_Total,OB_Prevalence,S1_people_fully_vaccinated,S1_people_fully_vaccinated_per_hundred,S1_people_vaccinated,S1_people_vaccinated_per_hundred,S2_people_fully_vaccinated,S2_people_fully_vaccinated_per_hundred,S2_people_vaccinated,S2_people_vaccinated_per_hundred,S3_people_fully_vaccinated,S3_people_fully_vaccinated_per_hundred,S3_people_vaccinated,S3_people_vaccinated_per_hundred,S4_people_fully_vaccinated,S4_people_fully_vaccinated_per_hundred,S4_people_vaccinated,S4_people_vaccinated_per_hundred,SP_Governor Political Affiliation,SP_State Attorney General Political Affiliation,SP_State House Majority Political Affiliation,SP_State Senate Majority Political Affiliation
370,370,2,2020-08-24,C1_School closing,-1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
371,371,3,2020-03-12,C2_Workplace closing,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
372,372,4,2020-03-24,C2_Workplace closing,2.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
373,373,5,2020-05-04,C2_Workplace closing,-1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
374,374,6,2020-03-15,C3_Cancel public events,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
375,375,7,2020-06-08,C3_Cancel public events,-1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
376,376,8,2020-03-16,C4_Restrictions on gatherings,3.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
377,377,9,2020-03-17,C4_Restrictions on gatherings,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
378,378,10,2020-05-22,C4_Restrictions on gatherings,-1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
379,379,11,2020-03-19,C5_Close public transport,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
380,380,12,2020-03-30,C6_Stay at home requirements,2.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
381,381,13,2020-05-04,C6_Stay at home requirements,-1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
382,382,14,2020-03-16,C7_Restrictions on internal movement,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
383,383,15,2020-03-02,C8_International travel controls,3.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
384,384,16,2020-03-04,H1_Public information campaigns,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
385,385,17,2020-01-21,H2_Testing policy,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
386,386,18,2020-03-02,H2_Testing policy,-1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
387,387,19,2020-01-21,H3_Contact tracing,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
388,388,20,2020-04-04,H6_Facial Coverings,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
389,389,21,2020-07-03,H6_Facial Coverings,2.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
390,390,22,2020-12-14,H7_Vaccination policy,1.0,Kansas,0,16.0,Kansas,KS,34.0,63.5,382603.0,62087.0,74292.0,1138329.0,1275689.0,2937880.0,16.0,0.0,9.2,144.0,343.0,630.0,582.0,18.0,600.0,50.0,650.0,0.81,1.39,1.07,3.28,35.3,138765.0,4.76,345965.0,11.88,970096.0,33.3,1260478.0,43.27,1340086.0,46.0,1596570.0,54.8,1572949.0,53.99,1878192.0,64.47,1.0,0.0,0.0,0.0
391,391,0,2020-03-13,C1_School closing,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
392,392,1,2020-03-20,C1_School closing,2.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
393,393,2,2020-08-17,C1_School closing,-1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
394,394,3,2020-03-11,C2_Workplace closing,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
395,395,4,2020-05-11,C2_Workplace closing,-1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
396,396,5,2020-03-11,C3_Cancel public events,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
397,397,6,2020-06-29,C3_Cancel public events,-1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
398,398,7,2020-03-19,C4_Restrictions on gatherings,4.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
399,399,8,2020-06-29,C4_Restrictions on gatherings,-1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
400,400,9,2020-07-21,C4_Restrictions on gatherings,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
401,401,10,2020-03-20,C5_Close public transport,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
402,402,11,2020-03-26,C6_Stay at home requirements,2.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
403,403,12,2020-05-22,C6_Stay at home requirements,-1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
404,404,13,2020-03-11,C7_Restrictions on internal movement,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
405,405,14,2020-05-06,C7_Restrictions on internal movement,-1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
406,406,15,2020-03-02,C8_International travel controls,3.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
407,407,16,2020-01-09,H1_Public information campaigns,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
408,408,17,2020-01-21,H2_Testing policy,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
409,409,18,2020-03-02,H2_Testing policy,-1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
410,410,19,2020-01-21,H3_Contact tracing,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
411,411,20,2020-04-04,H6_Facial Coverings,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
412,412,21,2020-07-10,H6_Facial Coverings,2.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
413,413,22,2020-12-14,H7_Vaccination policy,1.0,Kentucky,0,17.0,Kentucky,KY,25.1,55.8,207854.0,52295.0,91219.0,1748732.0,1994323.0,4505836.0,17.0,0.0,6.4,357.0,395.0,630.0,621.0,28.0,649.0,108.0,757.0,0.4,2.38,0.39,3.17,36.6,285516.0,6.39,614219.0,13.75,1569598.0,35.13,1915189.0,42.87,2063352.0,46.18,2385081.0,53.39,2278795.0,51.01,2584844.0,57.86,1.0,0.0,0.0,0.0
414,414,0,2020-03-13,C1_School closing,1.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
415,415,1,2020-08-24,C1_School closing,-1.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
416,416,2,2020-03-12,C2_Workplace closing,1.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
417,417,3,2020-11-17,C2_Workplace closing,-1.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
418,418,4,2020-03-10,C3_Cancel public events,2.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
419,419,5,2020-09-11,C3_Cancel public events,-1.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
420,420,6,2020-03-13,C4_Restrictions on gatherings,2.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
421,421,7,2020-05-01,C4_Restrictions on gatherings,-2.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
422,422,8,2020-07-18,C4_Restrictions on gatherings,1.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
423,423,9,2020-03-17,C5_Close public transport,1.0,Louisiana,0,18.0,Louisiana,LA,25.0,55.4,322549.0,51073.0,106302.0,1741076.0,2073200.0,4657757.0,18.0,0.0,8.9,115.0,393.0,608.0,342.0,4.0,346.0,84.0,430.0,0.73,1.8,0.74,3.28,38.1,150219.0,3.23,419327.0,9.02,1371256.0,29.5,1580440.0,34.0,1761790.0,37.9,2122432.0,45.66,2240567.0,48.2,2531267.0,54.45,1.0,0.0,0.0,0.0
