,date_implement,policy,metric_change,metric_value,state
10,2020-03-15,C3_Cancel public events,1.0,1.0,Iowa
11,2020-03-17,C3_Cancel public events,1.0,2.0,Iowa
12,2020-06-01,C3_Cancel public events,-1.0,1.0,Iowa
13,2020-03-17,C4_Restrictions on gatherings,4.0,4.0,Iowa
14,2020-06-01,C4_Restrictions on gatherings,-4.0,0.0,Iowa
15,2020-11-11,C4_Restrictions on gatherings,3.0,3.0,Iowa
16,2020-12-17,C4_Restrictions on gatherings,-3.0,0.0,Iowa
17,2020-04-06,C5_Close public transport,1.0,1.0,Iowa
18,2020-08-23,C5_Close public transport,-1.0,0.0,Iowa
19,2020-03-21,C6_Stay at home requirements,1.0,1.0,Iowa
20,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Iowa
21,2020-03-02,C8_International travel controls,3.0,3.0,Iowa
22,2020-03-03,H1_Public information campaigns,1.0,1.0,Iowa
23,2020-03-16,H1_Public information campaigns,1.0,2.0,Iowa
24,2020-01-21,H2_Testing policy,1.0,1.0,Iowa
25,2020-03-19,H2_Testing policy,1.0,1.0,Iowa
26,2020-04-21,H2_Testing policy,1.0,2.0,Iowa
27,2020-03-02,H2_Testing policy,-1.0,0.0,Iowa
28,2020-01-21,H3_Contact tracing,1.0,1.0,Iowa
29,2020-04-21,H3_Contact tracing,1.0,2.0,Iowa
30,2020-08-26,H3_Contact tracing,-1.0,1.0,Iowa
31,2020-04-04,H6_Facial Coverings,1.0,1.0,Iowa
32,2020-07-13,H6_Facial Coverings,1.0,2.0,Iowa
33,2020-07-21,H6_Facial Coverings,1.0,3.0,Iowa
34,2020-12-14,H7_Vaccination policy,1.0,1.0,Iowa
35,2020-12-28,H7_Vaccination policy,1.0,2.0,Iowa
0,2020-03-13,C1_School closing,1.0,1.0,Idaho
1,2020-11-16,C1_School closing,1.0,2.0,Idaho
2,2020-03-23,C1_School closing,2.0,3.0,Idaho
3,2020-08-17,C1_School closing,-1.0,2.0,Idaho
4,2020-09-21,C1_School closing,-1.0,1.0,Idaho
5,2020-03-12,C2_Workplace closing,1.0,1.0,Idaho
6,2020-06-23,C2_Workplace closing,1.0,2.0,Idaho
7,2020-03-25,C2_Workplace closing,2.0,3.0,Idaho
8,2020-05-01,C2_Workplace closing,-1.0,2.0,Idaho
9,2020-06-11,C2_Workplace closing,-1.0,1.0,Idaho
10,2020-12-30,C2_Workplace closing,-1.0,1.0,Idaho
11,2020-03-15,C3_Cancel public events,1.0,1.0,Idaho
12,2020-03-25,C3_Cancel public events,1.0,2.0,Idaho
13,2020-11-14,C3_Cancel public events,1.0,2.0,Idaho
14,2020-05-30,C3_Cancel public events,-1.0,1.0,Idaho
15,2020-03-25,C4_Restrictions on gatherings,4.0,4.0,Idaho
16,2020-05-30,C4_Restrictions on gatherings,-1.0,3.0,Idaho
17,2020-06-13,C4_Restrictions on gatherings,-3.0,0.0,Idaho
18,2020-06-24,C4_Restrictions on gatherings,3.0,3.0,Idaho
19,2020-08-11,C4_Restrictions on gatherings,1.0,4.0,Idaho
20,2020-03-25,C5_Close public transport,1.0,1.0,Idaho
21,2020-05-01,C5_Close public transport,-1.0,0.0,Idaho
22,2020-03-25,C6_Stay at home requirements,2.0,2.0,Idaho
23,2020-05-01,C6_Stay at home requirements,-1.0,1.0,Idaho
24,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Idaho
25,2020-03-25,C7_Restrictions on internal movement,1.0,2.0,Idaho
26,2020-06-24,C7_Restrictions on internal movement,1.0,2.0,Idaho
27,2020-05-01,C7_Restrictions on internal movement,-1.0,1.0,Idaho
28,2020-10-20,C7_Restrictions on internal movement,-1.0,1.0,Idaho
29,2020-03-02,C8_International travel controls,3.0,3.0,Idaho
30,2020-03-12,H1_Public information campaigns,2.0,2.0,Idaho
31,2020-01-21,H2_Testing policy,1.0,1.0,Idaho
32,2020-03-12,H2_Testing policy,1.0,1.0,Idaho
33,2020-05-20,H2_Testing policy,1.0,2.0,Idaho
34,2020-03-02,H2_Testing policy,-1.0,0.0,Idaho
35,2020-01-21,H3_Contact tracing,1.0,1.0,Idaho
36,2020-04-04,H6_Facial Coverings,1.0,1.0,Idaho
37,2020-07-14,H6_Facial Coverings,1.0,2.0,Idaho
38,2020-10-22,H6_Facial Coverings,1.0,3.0,Idaho
39,2020-12-14,H7_Vaccination policy,2.0,2.0,Idaho
0,2020-03-13,C1_School closing,1.0,1.0,Illinois
1,2020-03-17,C1_School closing,2.0,3.0,Illinois
2,2020-10-09,C1_School closing,-1.0,2.0,Illinois
3,2020-03-12,C2_Workplace closing,1.0,1.0,Illinois
4,2020-03-21,C2_Workplace closing,2.0,3.0,Illinois
5,2020-05-29,C2_Workplace closing,-2.0,1.0,Illinois
6,2020-03-13,C3_Cancel public events,1.0,1.0,Illinois
7,2020-03-21,C3_Cancel public events,1.0,2.0,Illinois
8,2020-11-20,C3_Cancel public events,1.0,2.0,Illinois
9,2020-06-26,C3_Cancel public events,-1.0,1.0,Illinois
10,2020-03-13,C4_Restrictions on gatherings,1.0,1.0,Illinois
11,2020-03-21,C4_Restrictions on gatherings,1.0,4.0,Illinois
12,2020-10-25,C4_Restrictions on gatherings,1.0,4.0,Illinois
13,2020-03-18,C4_Restrictions on gatherings,2.0,3.0,Illinois
14,2020-06-26,C4_Restrictions on gatherings,-1.0,3.0,Illinois
15,2020-03-18,C6_Stay at home requirements,1.0,1.0,Illinois
16,2020-03-21,C6_Stay at home requirements,1.0,2.0,Illinois
17,2020-11-16,C6_Stay at home requirements,1.0,2.0,Illinois
18,2020-06-26,C6_Stay at home requirements,-1.0,1.0,Illinois
19,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Illinois
20,2020-03-21,C7_Restrictions on internal movement,1.0,2.0,Illinois
21,2020-07-06,C7_Restrictions on internal movement,1.0,2.0,Illinois
22,2020-06-26,C7_Restrictions on internal movement,-1.0,1.0,Illinois
23,2020-03-02,C8_International travel controls,3.0,3.0,Illinois
24,2020-01-24,H1_Public information campaigns,1.0,1.0,Illinois
25,2020-03-16,H1_Public information campaigns,1.0,2.0,Illinois
26,2020-01-21,H2_Testing policy,1.0,1.0,Illinois
27,2020-05-02,H2_Testing policy,1.0,2.0,Illinois
28,2020-07-08,H2_Testing policy,1.0,3.0,Illinois
29,2020-01-21,H3_Contact tracing,1.0,1.0,Illinois
30,2020-04-04,H6_Facial Coverings,1.0,1.0,Illinois
31,2020-05-01,H6_Facial Coverings,1.0,2.0,Illinois
32,2020-10-01,H6_Facial Coverings,2.0,4.0,Illinois
33,2020-12-01,H6_Facial Coverings,-1.0,3.0,Illinois
34,2020-12-15,H7_Vaccination policy,1.0,1.0,Illinois
35,2020-12-29,H7_Vaccination policy,1.0,2.0,Illinois
0,2020-03-13,C1_School closing,2.0,2.0,Indiana
1,2020-03-19,C1_School closing,1.0,3.0,Indiana
2,2020-08-24,C1_School closing,-1.0,2.0,Indiana
3,2020-03-12,C2_Workplace closing,1.0,1.0,Indiana
4,2020-03-16,C2_Workplace closing,1.0,2.0,Indiana
5,2020-03-25,C2_Workplace closing,1.0,3.0,Indiana
6,2020-05-18,C2_Workplace closing,-1.0,2.0,Indiana
7,2020-06-19,C2_Workplace closing,-1.0,1.0,Indiana
8,2020-03-15,C3_Cancel public events,1.0,1.0,Indiana
9,2020-03-16,C3_Cancel public events,1.0,2.0,Indiana
10,2020-07-23,C3_Cancel public events,-1.0,1.0,Indiana
11,2020-03-12,C4_Restrictions on gatherings,2.0,2.0,Indiana
12,2020-03-16,C4_Restrictions on gatherings,1.0,3.0,Indiana
13,2020-03-25,C4_Restrictions on gatherings,1.0,4.0,Indiana
14,2020-05-18,C4_Restrictions on gatherings,-1.0,3.0,Indiana
15,2020-06-12,C4_Restrictions on gatherings,-1.0,2.0,Indiana
16,2020-09-26,C4_Restrictions on gatherings,-2.0,0.0,Indiana
17,2020-11-15,C4_Restrictions on gatherings,3.0,3.0,Indiana
18,2020-03-29,C5_Close public transport,1.0,1.0,Indiana
19,2020-06-01,C5_Close public transport,-1.0,0.0,Indiana
20,2020-03-17,C6_Stay at home requirements,1.0,1.0,Indiana
21,2020-03-25,C6_Stay at home requirements,1.0,2.0,Indiana
22,2020-04-12,C6_Stay at home requirements,-1.0,1.0,Indiana
23,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Indiana
24,2020-12-01,C7_Restrictions on internal movement,1.0,2.0,Indiana
25,2020-03-02,C8_International travel controls,3.0,3.0,Indiana
26,2020-02-05,H1_Public information campaigns,1.0,1.0,Indiana
27,2020-03-16,H1_Public information campaigns,1.0,2.0,Indiana
28,2020-01-21,H2_Testing policy,1.0,1.0,Indiana
29,2020-04-28,H2_Testing policy,1.0,2.0,Indiana
30,2020-06-15,H2_Testing policy,1.0,3.0,Indiana
31,2020-11-05,H2_Testing policy,-1.0,2.0,Indiana
32,2020-01-21,H3_Contact tracing,1.0,1.0,Indiana
33,2020-05-18,H3_Contact tracing,1.0,2.0,Indiana
34,2020-04-04,H6_Facial Coverings,1.0,1.0,Indiana
35,2020-07-27,H6_Facial Coverings,2.0,3.0,Indiana
36,2020-11-15,H6_Facial Coverings,-1.0,2.0,Indiana
37,2020-12-14,H7_Vaccination policy,2.0,2.0,Indiana
0,2020-03-13,C1_School closing,1.0,1.0,Kansas
1,2020-03-17,C1_School closing,2.0,3.0,Kansas
2,2020-08-24,C1_School closing,-1.0,2.0,Kansas
3,2020-03-12,C2_Workplace closing,1.0,1.0,Kansas
4,2020-03-24,C2_Workplace closing,2.0,3.0,Kansas
5,2020-05-04,C2_Workplace closing,-1.0,2.0,Kansas
6,2020-06-08,C2_Workplace closing,-1.0,1.0,Kansas
7,2020-03-15,C3_Cancel public events,1.0,1.0,Kansas
8,2020-03-17,C3_Cancel public events,1.0,2.0,Kansas
9,2020-11-16,C3_Cancel public events,1.0,2.0,Kansas
10,2020-06-08,C3_Cancel public events,-1.0,1.0,Kansas
11,2020-03-16,C4_Restrictions on gatherings,3.0,3.0,Kansas
12,2020-03-17,C4_Restrictions on gatherings,1.0,4.0,Kansas
13,2020-11-20,C4_Restrictions on gatherings,1.0,4.0,Kansas
14,2020-05-22,C4_Restrictions on gatherings,-1.0,3.0,Kansas
15,2020-03-19,C5_Close public transport,1.0,1.0,Kansas
16,2020-03-30,C6_Stay at home requirements,2.0,2.0,Kansas
17,2020-05-04,C6_Stay at home requirements,-1.0,1.0,Kansas
18,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Kansas
19,2020-03-02,C8_International travel controls,3.0,3.0,Kansas
20,2020-03-04,H1_Public information campaigns,1.0,1.0,Kansas
21,2020-03-16,H1_Public information campaigns,1.0,2.0,Kansas
22,2020-01-21,H2_Testing policy,1.0,1.0,Kansas
23,2020-03-09,H2_Testing policy,1.0,1.0,Kansas
24,2020-04-29,H2_Testing policy,1.0,2.0,Kansas
25,2020-07-22,H2_Testing policy,1.0,3.0,Kansas
26,2020-03-02,H2_Testing policy,-1.0,0.0,Kansas
27,2020-01-21,H3_Contact tracing,1.0,1.0,Kansas
28,2020-04-04,H6_Facial Coverings,1.0,1.0,Kansas
29,2020-07-03,H6_Facial Coverings,2.0,3.0,Kansas
30,2020-12-14,H7_Vaccination policy,1.0,1.0,Kansas
31,2020-12-27,H7_Vaccination policy,1.0,2.0,Kansas
0,2020-03-13,C1_School closing,1.0,1.0,Kentucky
1,2020-03-20,C1_School closing,2.0,3.0,Kentucky
2,2020-08-17,C1_School closing,-1.0,2.0,Kentucky
3,2020-03-11,C2_Workplace closing,1.0,1.0,Kentucky
4,2020-03-14,C2_Workplace closing,1.0,2.0,Kentucky
5,2020-03-23,C2_Workplace closing,1.0,3.0,Kentucky
6,2020-07-28,C2_Workplace closing,1.0,2.0,Kentucky
7,2020-05-11,C2_Workplace closing,-1.0,2.0,Kentucky
8,2020-06-29,C2_Workplace closing,-1.0,1.0,Kentucky
9,2020-08-11,C2_Workplace closing,-1.0,1.0,Kentucky
10,2020-03-11,C3_Cancel public events,1.0,1.0,Kentucky
11,2020-03-12,C3_Cancel public events,1.0,2.0,Kentucky
12,2020-06-29,C3_Cancel public events,-1.0,1.0,Kentucky
13,2020-03-19,C4_Restrictions on gatherings,4.0,4.0,Kentucky
14,2020-06-29,C4_Restrictions on gatherings,-1.0,3.0,Kentucky
15,2020-07-21,C4_Restrictions on gatherings,1.0,4.0,Kentucky
16,2020-03-20,C5_Close public transport,1.0,1.0,Kentucky
17,2020-04-03,C5_Close public transport,1.0,2.0,Kentucky
18,2020-03-26,C6_Stay at home requirements,2.0,2.0,Kentucky
19,2020-05-22,C6_Stay at home requirements,-1.0,1.0,Kentucky
20,2020-03-11,C7_Restrictions on internal movement,1.0,1.0,Kentucky
21,2020-03-30,C7_Restrictions on internal movement,1.0,2.0,Kentucky
22,2020-05-06,C7_Restrictions on internal movement,-1.0,1.0,Kentucky
23,2020-03-02,C8_International travel controls,3.0,3.0,Kentucky
24,2020-01-09,H1_Public information campaigns,1.0,1.0,Kentucky
25,2020-03-07,H1_Public information campaigns,1.0,2.0,Kentucky
26,2020-01-21,H2_Testing policy,1.0,1.0,Kentucky
27,2020-03-06,H2_Testing policy,1.0,1.0,Kentucky
28,2020-04-16,H2_Testing policy,1.0,2.0,Kentucky
29,2020-04-26,H2_Testing policy,1.0,3.0,Kentucky
30,2020-03-02,H2_Testing policy,-1.0,0.0,Kentucky
31,2020-01-21,H3_Contact tracing,1.0,1.0,Kentucky
32,2020-05-18,H3_Contact tracing,1.0,2.0,Kentucky
33,2020-04-04,H6_Facial Coverings,1.0,1.0,Kentucky
34,2020-07-10,H6_Facial Coverings,2.0,3.0,Kentucky
35,2020-12-14,H7_Vaccination policy,1.0,1.0,Kentucky
36,2020-12-22,H7_Vaccination policy,1.0,2.0,Kentucky
0,2020-03-13,C1_School closing,1.0,1.0,Louisiana
1,2020-03-16,C1_School closing,1.0,2.0,Louisiana
2,2020-03-21,C1_School closing,1.0,3.0,Louisiana
3,2020-08-24,C1_School closing,-1.0,2.0,Louisiana
4,2020-03-12,C2_Workplace closing,1.0,1.0,Louisiana
5,2020-03-14,C2_Workplace closing,1.0,2.0,Louisiana
6,2020-12-23,C2_Workplace closing,1.0,2.0,Louisiana
7,2020-11-17,C2_Workplace closing,-1.0,1.0,Louisiana
8,2020-03-10,C3_Cancel public events,2.0,2.0,Louisiana
9,2020-09-11,C3_Cancel public events,-1.0,1.0,Louisiana
10,2020-03-13,C4_Restrictions on gatherings,2.0,2.0,Louisiana
11,2020-03-23,C4_Restrictions on gatherings,2.0,4.0,Louisiana
12,2020-05-01,C4_Restrictions on gatherings,-2.0,2.0,Louisiana
13,2020-07-18,C4_Restrictions on gatherings,1.0,3.0,Louisiana
14,2020-03-17,C5_Close public transport,1.0,1.0,Louisiana
15,2020-03-23,C6_Stay at home requirements,2.0,2.0,Louisiana
16,2020-05-15,C6_Stay at home requirements,-1.0,1.0,Louisiana
17,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Louisiana
18,2020-03-02,C8_International travel controls,3.0,3.0,Louisiana
19,2020-03-10,H1_Public information campaigns,1.0,1.0,Louisiana
20,2020-03-12,H1_Public information campaigns,1.0,2.0,Louisiana
21,2020-01-21,H2_Testing policy,1.0,1.0,Louisiana
22,2020-03-09,H2_Testing policy,1.0,1.0,Louisiana
23,2020-05-29,H2_Testing policy,1.0,2.0,Louisiana
24,2020-03-02,H2_Testing policy,-1.0,0.0,Louisiana
25,2020-01-21,H3_Contact tracing,1.0,1.0,Louisiana
26,2020-11-17,H3_Contact tracing,1.0,2.0,Louisiana
27,2020-12-05,H3_Contact tracing,-1.0,1.0,Louisiana
28,2020-04-04,H6_Facial Coverings,1.0,1.0,Louisiana
29,2020-05-01,H6_Facial Coverings,1.0,2.0,Louisiana
30,2020-05-16,H6_Facial Coverings,1.0,3.0,Louisiana
31,2020-12-14,H7_Vaccination policy,1.0,1.0,Louisiana
32,2020-12-30,H7_Vaccination policy,1.0,2.0,Louisiana
0,2020-03-12,C1_School closing,2.0,2.0,Massachusetts
1,2020-03-23,C1_School closing,1.0,3.0,Massachusetts
2,2020-12-08,C1_School closing,1.0,2.0,Massachusetts
3,2020-09-16,C1_School closing,-1.0,2.0,Massachusetts
4,2020-12-01,C1_School closing,-1.0,1.0,Massachusetts
5,2020-03-12,C2_Workplace closing,1.0,1.0,Massachusetts
6,2020-12-13,C2_Workplace closing,1.0,2.0,Massachusetts
7,2020-03-24,C2_Workplace closing,2.0,3.0,Massachusetts
8,2020-06-01,C2_Workplace closing,-1.0,2.0,Massachusetts
9,2020-12-08,C2_Workplace closing,-1.0,1.0,Massachusetts
10,2020-03-13,C3_Cancel public events,2.0,2.0,Massachusetts
11,2020-07-06,C3_Cancel public events,-1.0,1.0,Massachusetts
12,2020-12-13,C3_Cancel public events,1.0,2.0,Massachusetts
13,2020-03-13,C4_Restrictions on gatherings,2.0,2.0,Massachusetts
14,2020-03-17,C4_Restrictions on gatherings,1.0,3.0,Massachusetts
15,2020-03-24,C4_Restrictions on gatherings,1.0,4.0,Massachusetts
16,2020-11-06,C4_Restrictions on gatherings,1.0,4.0,Massachusetts
17,2020-05-18,C4_Restrictions on gatherings,-1.0,3.0,Massachusetts
18,2020-03-27,C5_Close public transport,1.0,1.0,Massachusetts
19,2020-01-26,C6_Stay at home requirements,1.0,1.0,Massachusetts
20,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Massachusetts
21,2020-10-28,C7_Restrictions on internal movement,1.0,2.0,Massachusetts
22,2020-03-02,C8_International travel controls,3.0,3.0,Massachusetts
23,2020-03-04,H1_Public information campaigns,1.0,1.0,Massachusetts
24,2020-03-13,H1_Public information campaigns,1.0,2.0,Massachusetts
25,2020-01-21,H2_Testing policy,1.0,1.0,Massachusetts
26,2020-04-02,H2_Testing policy,1.0,2.0,Massachusetts
27,2020-07-10,H2_Testing policy,1.0,3.0,Massachusetts
28,2020-09-23,H2_Testing policy,1.0,3.0,Massachusetts
29,2020-09-18,H2_Testing policy,-1.0,2.0,Massachusetts
30,2020-01-21,H3_Contact tracing,1.0,1.0,Massachusetts
31,2020-04-12,H3_Contact tracing,1.0,2.0,Massachusetts
32,2020-04-04,H6_Facial Coverings,1.0,1.0,Massachusetts
33,2020-04-12,H6_Facial Coverings,1.0,2.0,Massachusetts
34,2020-04-17,H6_Facial Coverings,1.0,3.0,Massachusetts
35,2020-10-02,H6_Facial Coverings,1.0,4.0,Massachusetts
36,2020-12-14,H7_Vaccination policy,2.0,2.0,Massachusetts
0,2020-03-13,C1_School closing,1.0,1.0,Maryland
1,2020-03-16,C1_School closing,1.0,2.0,Maryland
2,2020-03-19,C1_School closing,1.0,3.0,Maryland
3,2020-10-27,C1_School closing,1.0,2.0,Maryland
4,2020-08-31,C1_School closing,-1.0,2.0,Maryland
5,2020-10-17,C1_School closing,-1.0,1.0,Maryland
6,2020-03-12,C2_Workplace closing,1.0,1.0,Maryland
7,2020-03-16,C2_Workplace closing,1.0,2.0,Maryland
8,2020-03-23,C2_Workplace closing,1.0,3.0,Maryland
9,2020-11-10,C2_Workplace closing,1.0,2.0,Maryland
10,2020-06-15,C2_Workplace closing,-1.0,2.0,Maryland
11,2020-06-29,C2_Workplace closing,-1.0,1.0,Maryland
12,2020-03-12,C3_Cancel public events,2.0,2.0,Maryland
13,2020-03-12,C4_Restrictions on gatherings,2.0,2.0,Maryland
14,2020-03-16,C4_Restrictions on gatherings,1.0,3.0,Maryland
15,2020-03-19,C4_Restrictions on gatherings,1.0,4.0,Maryland
16,2020-11-12,C4_Restrictions on gatherings,1.0,4.0,Maryland
17,2020-12-17,C4_Restrictions on gatherings,1.0,4.0,Maryland
18,2020-06-29,C4_Restrictions on gatherings,-1.0,3.0,Maryland
19,2020-12-11,C4_Restrictions on gatherings,-1.0,3.0,Maryland
20,2020-03-18,C5_Close public transport,1.0,1.0,Maryland
21,2020-04-06,C5_Close public transport,1.0,2.0,Maryland
22,2020-06-08,C5_Close public transport,-1.0,1.0,Maryland
23,2020-07-27,C5_Close public transport,-1.0,0.0,Maryland
24,2020-03-30,C6_Stay at home requirements,2.0,2.0,Maryland
25,2020-06-01,C6_Stay at home requirements,-1.0,1.0,Maryland
26,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Maryland
27,2020-03-30,C7_Restrictions on internal movement,1.0,2.0,Maryland
28,2020-11-10,C7_Restrictions on internal movement,1.0,2.0,Maryland
29,2020-06-01,C7_Restrictions on internal movement,-1.0,1.0,Maryland
30,2020-03-02,C8_International travel controls,3.0,3.0,Maryland
31,2020-03-02,H1_Public information campaigns,1.0,1.0,Maryland
32,2020-03-14,H1_Public information campaigns,1.0,2.0,Maryland
33,2020-01-21,H2_Testing policy,1.0,1.0,Maryland
34,2020-03-23,H2_Testing policy,1.0,1.0,Maryland
35,2020-10-15,H2_Testing policy,1.0,3.0,Maryland
36,2020-03-02,H2_Testing policy,-1.0,0.0,Maryland
37,2020-09-17,H2_Testing policy,-1.0,2.0,Maryland
38,2020-05-29,H2_Testing policy,2.0,3.0,Maryland
39,2020-01-21,H3_Contact tracing,1.0,1.0,Maryland
40,2020-07-21,H3_Contact tracing,1.0,2.0,Maryland
41,2020-04-04,H6_Facial Coverings,1.0,1.0,Maryland
42,2020-04-14,H6_Facial Coverings,1.0,2.0,Maryland
43,2020-07-31,H6_Facial Coverings,1.0,3.0,Maryland
44,2020-11-06,H6_Facial Coverings,1.0,4.0,Maryland
45,2020-12-14,H7_Vaccination policy,1.0,1.0,Maryland
46,2020-12-15,H7_Vaccination policy,1.0,2.0,Maryland
0,2020-03-13,C1_School closing,1.0,1.0,Maine
1,2020-03-15,C1_School closing,1.0,2.0,Maine
2,2020-03-25,C1_School closing,1.0,3.0,Maine
3,2020-08-30,C1_School closing,-1.0,2.0,Maine
4,2020-09-14,C1_School closing,-1.0,1.0,Maine
5,2020-03-12,C2_Workplace closing,1.0,1.0,Maine
6,2020-03-25,C2_Workplace closing,2.0,3.0,Maine
7,2020-05-01,C2_Workplace closing,-1.0,2.0,Maine
8,2020-11-20,C2_Workplace closing,-1.0,1.0,Maine
9,2020-03-12,C3_Cancel public events,1.0,1.0,Maine
10,2020-03-15,C3_Cancel public events,1.0,2.0,Maine
11,2020-10-13,C3_Cancel public events,-1.0,1.0,Maine
12,2020-03-15,C4_Restrictions on gatherings,4.0,4.0,Maine
13,2020-05-31,C4_Restrictions on gatherings,-1.0,3.0,Maine
14,2020-03-25,C5_Close public transport,2.0,2.0,Maine
15,2020-09-01,C5_Close public transport,-1.0,1.0,Maine
16,2020-03-25,C6_Stay at home requirements,2.0,2.0,Maine
17,2020-05-31,C6_Stay at home requirements,-1.0,1.0,Maine
18,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Maine
19,2020-04-03,C7_Restrictions on internal movement,1.0,2.0,Maine
20,2020-03-02,C8_International travel controls,3.0,3.0,Maine
21,2020-02-10,H1_Public information campaigns,1.0,1.0,Maine
22,2020-02-27,H1_Public information campaigns,1.0,2.0,Maine
23,2020-01-21,H2_Testing policy,1.0,1.0,Maine
24,2020-05-18,H2_Testing policy,1.0,2.0,Maine
25,2020-07-20,H2_Testing policy,1.0,3.0,Maine
26,2020-10-29,H2_Testing policy,-1.0,2.0,Maine
27,2020-01-21,H3_Contact tracing,1.0,1.0,Maine
28,2020-06-01,H3_Contact tracing,1.0,2.0,Maine
29,2020-04-04,H6_Facial Coverings,1.0,1.0,Maine
30,2020-05-01,H6_Facial Coverings,1.0,2.0,Maine
31,2020-11-04,H6_Facial Coverings,1.0,3.0,Maine
32,2020-12-15,H7_Vaccination policy,1.0,1.0,Maine
33,2020-12-21,H7_Vaccination policy,1.0,2.0,Maine
0,2020-03-13,C1_School closing,1.0,1.0,Michigan
1,2020-03-16,C1_School closing,2.0,3.0,Michigan
2,2020-08-31,C1_School closing,-1.0,2.0,Michigan
3,2020-03-12,C2_Workplace closing,1.0,1.0,Michigan
4,2020-03-16,C2_Workplace closing,1.0,2.0,Michigan
5,2020-03-24,C2_Workplace closing,1.0,3.0,Michigan
6,2020-07-01,C2_Workplace closing,1.0,2.0,Michigan
7,2020-11-18,C2_Workplace closing,1.0,2.0,Michigan
8,2020-04-24,C2_Workplace closing,-1.0,2.0,Michigan
9,2020-06-05,C2_Workplace closing,-1.0,1.0,Michigan
10,2020-09-25,C2_Workplace closing,-1.0,1.0,Michigan
11,2020-03-11,C3_Cancel public events,1.0,1.0,Michigan
12,2020-03-16,C3_Cancel public events,1.0,2.0,Michigan
13,2020-08-03,C3_Cancel public events,1.0,2.0,Michigan
14,2020-11-18,C3_Cancel public events,1.0,2.0,Michigan
15,2020-06-05,C3_Cancel public events,-1.0,1.0,Michigan
16,2020-09-25,C3_Cancel public events,-1.0,1.0,Michigan
17,2020-12-21,C3_Cancel public events,-1.0,1.0,Michigan
18,2020-03-13,C4_Restrictions on gatherings,2.0,2.0,Michigan
19,2020-03-17,C4_Restrictions on gatherings,1.0,3.0,Michigan
20,2020-03-24,C4_Restrictions on gatherings,1.0,4.0,Michigan
21,2020-07-31,C4_Restrictions on gatherings,1.0,4.0,Michigan
22,2020-06-05,C4_Restrictions on gatherings,-1.0,3.0,Michigan
23,2020-03-17,C5_Close public transport,1.0,1.0,Michigan
24,2020-03-11,C6_Stay at home requirements,1.0,1.0,Michigan
25,2020-03-24,C6_Stay at home requirements,1.0,2.0,Michigan
26,2020-05-21,C6_Stay at home requirements,-1.0,1.0,Michigan
27,2020-03-16,C7_Restrictions on internal movement,1.0,1.0,Michigan
28,2020-03-24,C7_Restrictions on internal movement,1.0,2.0,Michigan
29,2020-06-01,C7_Restrictions on internal movement,-1.0,1.0,Michigan
30,2020-01-28,C8_International travel controls,1.0,1.0,Michigan
31,2020-03-02,C8_International travel controls,2.0,3.0,Michigan
32,2020-01-24,H1_Public information campaigns,1.0,1.0,Michigan
33,2020-03-12,H1_Public information campaigns,1.0,2.0,Michigan
34,2020-01-21,H2_Testing policy,1.0,1.0,Michigan
35,2020-04-14,H2_Testing policy,1.0,2.0,Michigan
36,2020-05-26,H2_Testing policy,1.0,3.0,Michigan
37,2020-01-21,H3_Contact tracing,1.0,1.0,Michigan
38,2020-11-02,H3_Contact tracing,1.0,2.0,Michigan
39,2020-03-10,H6_Facial Coverings,1.0,1.0,Michigan
40,2020-07-17,H6_Facial Coverings,2.0,3.0,Michigan
41,2020-12-14,H7_Vaccination policy,2.0,2.0,Michigan
0,2020-03-13,C1_School closing,1.0,1.0,Minnesota
1,2020-03-18,C1_School closing,2.0,3.0,Minnesota
2,2020-09-14,C1_School closing,-1.0,2.0,Minnesota
3,2020-03-12,C2_Workplace closing,1.0,1.0,Minnesota
4,2020-03-17,C2_Workplace closing,1.0,2.0,Minnesota
5,2020-03-27,C2_Workplace closing,1.0,3.0,Minnesota
6,2020-11-20,C2_Workplace closing,1.0,2.0,Minnesota
7,2020-05-04,C2_Workplace closing,-1.0,2.0,Minnesota
8,2020-06-10,C2_Workplace closing,-1.0,1.0,Minnesota
9,2020-03-13,C3_Cancel public events,1.0,1.0,Minnesota
10,2020-03-15,C3_Cancel public events,1.0,2.0,Minnesota
11,2020-11-20,C3_Cancel public events,1.0,2.0,Minnesota
12,2020-09-21,C3_Cancel public events,-1.0,1.0,Minnesota
13,2020-03-13,C4_Restrictions on gatherings,2.0,2.0,Minnesota
14,2020-03-27,C4_Restrictions on gatherings,2.0,4.0,Minnesota
15,2020-06-10,C4_Restrictions on gatherings,-1.0,3.0,Minnesota
16,2020-11-20,C4_Restrictions on gatherings,1.0,4.0,Minnesota
17,2020-11-20,C5_Close public transport,1.0,1.0,Minnesota
18,2020-03-13,C6_Stay at home requirements,1.0,1.0,Minnesota
